record_id,farm_id,animal_id,drug_name,drug_class,dose_mg,treatment_days,days_after_treatment,residue_mg_per_kg,mrl_limit_mg_per_kg,violation_flag,test_date
298,5,197,Enrofloxacin,Fluoroquinolone,624,2,8,0.0737,0.002,1,2025-07-18
299,25,976,Enrofloxacin,Fluoroquinolone,676,5,7,0.057,0.002,1,2025-08-05
300,42,1661,Enrofloxacin,Fluoroquinolone,728,2,7,0.1176,0.002,1,2025-02-17
301,3,83,Sulfonamide,Sulfonamide,449,4,4,0.1288,0.1,1,2026-01-01
302,8,318,Gentamicin,Aminoglycoside,639,6,9,0.0415,0.01,1,2025-08-28
303,23,896,Oxytetracycline,Tetracycline,589,3,3,0.2914,0.01,1,2025-12-17
304,47,1850,Enrofloxacin,Fluoroquinolone,354,5,7,0.0402,0.002,1,2025-01-25
305,29,1129,Oxytetracycline,Tetracycline,146,5,2,0.0738,0.01,1,2025-07-31
306,5,194,Gentamicin,Aminoglycoside,776,6,10,0.1019,0.01,1,2025-07-01
307,14,522,Sulfonamide,Sulfonamide,183,7,9,0.0105,0.1,0,2025-12-05
308,24,948,Penicillin,Beta-lactam,286,7,7,0.0223,0.005,1,2025-08-02
309,45,1796,Enrofloxacin,Fluoroquinolone,421,5,8,0.0662,0.002,1,2025-08-19
310,32,1278,Enrofloxacin,Fluoroquinolone,449,7,3,0.1064,0.002,1,2025-02-10
311,39,1530,Sulfonamide,Sulfonamide,365,7,2,0.1704,0.1,1,2025-01-10
312,1,12,Gentamicin,Aminoglycoside,219,1,3,0.0844,0.01,1,2025-08-24
313,36,1417,Gentamicin,Aminoglycoside,773,6,10,0.0948,0.01,1,2025-06-05
314,32,1267,Sulfonamide,Sulfonamide,469,6,7,0.0874,0.1,0,2025-02-14
315,7,257,Penicillin,Beta-lactam,114,2,2,0.075,0.005,1,2025-12-23
316,50,1988,Penicillin,Beta-lactam,127,2,8,0.0182,0.005,1,2025-11-29
317,13,496,Gentamicin,Aminoglycoside,741,7,9,0.0569,0.01,1,2025-06-04
318,40,1577,Gentamicin,Aminoglycoside,251,4,7,0.0187,0.01,1,2025-03-27
319,47,1849,Penicillin,Beta-lactam,555,4,8,0.036,0.005,1,2025-08-19
320,30,1199,Penicillin,Beta-lactam,306,3,10,0.0407,0.005,1,2025-07-20
321,3,105,Enrofloxacin,Fluoroquinolone,108,1,7,0.0228,0.002,1,2025-09-11
322,38,1510,Sulfonamide,Sulfonamide,710,6,9,0.1183,0.1,1,2025-01-19
323,25,999,Gentamicin,Aminoglycoside,597,5,10,0.0731,0.01,1,2025-12-14
324,47,1854,Gentamicin,Aminoglycoside,337,6,1,0.3465,0.01,1,2025-08-05
325,30,1181,Enrofloxacin,Fluoroquinolone,666,1,5,0.1855,0.002,1,2025-08-02
326,46,1821,Gentamicin,Aminoglycoside,219,4,10,0.0315,0.01,1,2025-06-27
327,23,919,Gentamicin,Aminoglycoside,121,2,5,0.0297,0.01,1,2025-08-29
328,18,705,Gentamicin,Aminoglycoside,337,5,4,0.0916,0.01,1,2025-12-17
329,18,695,Sulfonamide,Sulfonamide,772,4,3,0.3559,0.1,1,2025-12-31
330,20,800,Gentamicin,Aminoglycoside,789,6,6,0.1704,0.01,1,2025-03-24
331,32,1274,Penicillin,Beta-lactam,389,6,2,0.227,0.005,1,2025-03-08
332,9,355,Penicillin,Beta-lactam,260,5,8,0.0195,0.005,1,2025-08-01
333,49,1932,Gentamicin,Aminoglycoside,410,2,4,0.1083,0.01,1,2025-01-10
334,19,735,Enrofloxacin,Fluoroquinolone,465,6,3,0.1046,0.002,1,2025-09-15
335,2,66,Oxytetracycline,Tetracycline,445,4,2,0.2487,0.01,1,2025-03-03
336,29,1151,Penicillin,Beta-lactam,598,3,6,0.1281,0.005,1,2025-01-24
337,40,1578,Sulfonamide,Sulfonamide,373,2,9,0.0458,0.1,0,2025-02-23
338,37,1447,Oxytetracycline,Tetracycline,548,7,8,0.1002,0.01,1,2025-02-26
339,50,1997,Oxytetracycline,Tetracycline,725,5,2,0.4798,0.01,1,2025-01-22
340,26,1039,Oxytetracycline,Tetracycline,271,6,2,0.1858,0.01,1,2025-07-05
341,9,322,Enrofloxacin,Fluoroquinolone,552,7,9,0.0612,0.002,1,2025-02-20
342,8,316,Enrofloxacin,Fluoroquinolone,442,7,3,0.0918,0.002,1,2025-04-14
343,23,900,Gentamicin,Aminoglycoside,106,2,8,0.0111,0.01,1,2025-09-16
344,9,351,Oxytetracycline,Tetracycline,372,3,7,0.0457,0.01,1,2025-12-07
345,13,503,Penicillin,Beta-lactam,642,4,4,0.1024,0.005,1,2025-08-08
346,22,847,Gentamicin,Aminoglycoside,569,7,9,0.0818,0.01,1,2025-07-05
347,49,1933,Oxytetracycline,Tetracycline,553,2,1,0.6733,0.01,1,2025-09-22
348,49,1933,Oxytetracycline,Tetracycline,186,3,6,0.028,0.01,1,2025-03-26
349,23,889,Oxytetracycline,Tetracycline,502,7,1,0.5824,0.01,1,2025-11-25
350,8,310,Sulfonamide,Sulfonamide,159,6,9,0.026,0.1,0,2025-08-03
351,21,824,Sulfonamide,Sulfonamide,411,6,6,0.0965,0.1,0,2025-01-05
352,43,1694,Enrofloxacin,Fluoroquinolone,640,5,3,0.2561,0.002,1,2025-08-17
353,33,1319,Penicillin,Beta-lactam,657,5,10,0.0757,0.005,1,2025-12-24
354,18,708,Gentamicin,Aminoglycoside,302,3,2,0.0811,0.01,1,2025-06-21
355,20,799,Penicillin,Beta-lactam,632,5,5,0.0902,0.005,1,2025-09-19
356,29,1131,Enrofloxacin,Fluoroquinolone,633,3,3,0.1104,0.002,1,2025-10-04
357,31,1214,Enrofloxacin,Fluoroquinolone,347,7,5,0.0851,0.002,1,2025-09-16
358,6,227,Oxytetracycline,Tetracycline,481,3,9,0.0457,0.01,1,2025-01-25
359,39,1550,Oxytetracycline,Tetracycline,559,3,10,0.0691,0.01,1,2025-08-21
360,18,695,Penicillin,Beta-lactam,695,5,9,0.1038,0.005,1,2025-04-30
361,18,718,Enrofloxacin,Fluoroquinolone,391,6,10,0.0458,0.002,1,2026-01-01
362,20,774,Sulfonamide,Sulfonamide,353,1,6,0.0598,0.1,0,2025-04-09
363,43,1686,Enrofloxacin,Fluoroquinolone,565,1,3,0.2282,0.002,1,2025-07-30
364,5,168,Oxytetracycline,Tetracycline,163,4,3,0.053,0.01,1,2025-08-17
365,4,160,Enrofloxacin,Fluoroquinolone,793,5,7,0.1233,0.002,1,2025-09-23
366,40,1596,Gentamicin,Aminoglycoside,370,5,8,0.0526,0.01,1,2025-08-14
367,36,1412,Gentamicin,Aminoglycoside,526,7,3,0.113,0.01,1,2025-03-07
368,25,993,Gentamicin,Aminoglycoside,232,6,9,0.0351,0.01,1,2025-03-02
369,36,1423,Penicillin,Beta-lactam,566,4,1,0.7055,0.005,1,2025-10-14
370,19,757,Oxytetracycline,Tetracycline,716,7,7,0.0624,0.01,1,2025-07-09
371,30,1171,Enrofloxacin,Fluoroquinolone,141,5,3,0.029,0.002,1,2025-06-06
372,20,767,Enrofloxacin,Fluoroquinolone,401,4,1,0.5178,0.002,1,2025-03-14
373,41,1606,Sulfonamide,Sulfonamide,531,1,5,0.1475,0.1,1,2025-04-21
374,10,375,Gentamicin,Aminoglycoside,102,1,9,0.0096,0.01,0,2025-01-23
375,22,856,Gentamicin,Aminoglycoside,686,3,10,0.0653,0.01,1,2025-06-22
376,41,1601,Gentamicin,Aminoglycoside,586,7,10,0.0371,0.01,1,2025-03-12
377,26,1034,Gentamicin,Aminoglycoside,560,6,8,0.0454,0.01,1,2025-06-16
378,5,183,Sulfonamide,Sulfonamide,780,5,7,0.0989,0.1,0,2025-07-22
379,18,695,Sulfonamide,Sulfonamide,146,6,8,0.0226,0.1,0,2025-11-27
380,5,182,Penicillin,Beta-lactam,125,5,5,0.0265,0.005,1,2025-03-05
381,33,1319,Sulfonamide,Sulfonamide,187,2,10,0.0195,0.1,0,2025-01-28
382,50,1961,Sulfonamide,Sulfonamide,634,2,8,0.0795,0.1,0,2025-01-10
383,7,247,Sulfonamide,Sulfonamide,284,1,5,0.0731,0.1,0,2025-05-06
384,43,1700,Sulfonamide,Sulfonamide,554,1,9,0.0681,0.1,0,2025-07-25
385,31,1207,Oxytetracycline,Tetracycline,603,7,1,0.5065,0.01,1,2025-04-03
386,22,850,Oxytetracycline,Tetracycline,640,3,7,0.0692,0.01,1,2025-02-28
387,6,204,Sulfonamide,Sulfonamide,272,3,3,0.0619,0.1,0,2025-02-15
388,8,316,Enrofloxacin,Fluoroquinolone,517,6,3,0.0963,0.002,1,2025-06-16
389,10,372,Oxytetracycline,Tetracycline,159,3,7,0.0136,0.01,1,2025-03-14
390,22,846,Enrofloxacin,Fluoroquinolone,364,4,2,0.1004,0.002,1,2025-05-03
391,39,1541,Sulfonamide,Sulfonamide,700,2,8,0.0883,0.1,0,2025-09-16
392,20,789,Oxytetracycline,Tetracycline,375,1,6,0.0603,0.01,1,2025-07-28
393,4,135,Gentamicin,Aminoglycoside,129,4,4,0.0456,0.01,1,2025-01-10
394,14,552,Sulfonamide,Sulfonamide,700,6,2,0.2612,0.1,1,2025-10-12
395,34,1335,Penicillin,Beta-lactam,411,5,7,0.0555,0.005,1,2025-11-22
396,26,1025,Penicillin,Beta-lactam,245,3,9,0.0404,0.005,1,2025-05-06
397,28,1101,Gentamicin,Aminoglycoside,668,4,1,0.3347,0.01,1,2025-08-26
398,50,1969,Sulfonamide,Sulfonamide,396,6,3,0.0661,0.1,0,2025-09-04
399,14,560,Sulfonamide,Sulfonamide,356,7,7,0.0762,0.1,0,2025-11-20
400,11,436,Sulfonamide,Sulfonamide,622,3,1,0.4114,0.1,1,2025-10-01
401,29,1154,Oxytetracycline,Tetracycline,407,1,7,0.0697,0.01,1,2025-03-13
402,38,1485,Sulfonamide,Sulfonamide,386,4,4,0.1072,0.1,1,2025-06-12
403,46,1811,Enrofloxacin,Fluoroquinolone,750,3,8,0.0725,0.002,1,2025-12-06
404,17,659,Enrofloxacin,Fluoroquinolone,315,4,10,0.0261,0.002,1,2025-12-21
405,7,274,Oxytetracycline,Tetracycline,723,4,1,1.0132,0.01,1,2025-12-11
406,9,356,Gentamicin,Aminoglycoside,669,6,8,0.1056,0.01,1,2025-10-03
407,5,167,Oxytetracycline,Tetracycline,651,1,8,0.0954,0.01,1,2025-06-30
408,50,1991,Gentamicin,Aminoglycoside,715,3,7,0.0692,0.01,1,2025-12-23
409,1,18,Oxytetracycline,Tetracycline,573,3,4,0.1353,0.01,1,2025-04-24
410,39,1522,Oxytetracycline,Tetracycline,387,6,6,0.0446,0.01,1,2025-11-11
411,33,1281,Enrofloxacin,Fluoroquinolone,326,2,8,0.0598,0.002,1,2025-01-19
412,15,575,Gentamicin,Aminoglycoside,720,2,1,0.5012,0.01,1,2025-11-23
413,21,812,Oxytetracycline,Tetracycline,384,5,9,0.0424,0.01,1,2025-10-10
414,10,397,Sulfonamide,Sulfonamide,788,6,10,0.0839,0.1,0,2025-02-03
415,31,1205,Penicillin,Beta-lactam,166,2,5,0.0476,0.005,1,2025-04-27
416,46,1805,Sulfonamide,Sulfonamide,380,2,1,0.5669,0.1,1,2025-12-21
417,35,1389,Sulfonamide,Sulfonamide,729,3,9,0.112,0.1,1,2025-01-02
418,49,1921,Gentamicin,Aminoglycoside,756,6,1,1.0235,0.01,1,2025-06-15
419,23,886,Gentamicin,Aminoglycoside,380,1,9,0.0408,0.01,1,2025-07-05
420,27,1060,Oxytetracycline,Tetracycline,329,1,5,0.0933,0.01,1,2025-09-30
421,23,920,Enrofloxacin,Fluoroquinolone,105,4,4,0.0219,0.002,1,2025-10-20
422,42,1655,Oxytetracycline,Tetracycline,331,6,7,0.0689,0.01,1,2025-05-08
423,11,404,Penicillin,Beta-lactam,437,3,2,0.246,0.005,1,2025-02-19
424,2,58,Gentamicin,Aminoglycoside,542,7,1,0.5922,0.01,1,2025-11-17
425,48,1916,Enrofloxacin,Fluoroquinolone,356,2,2,0.1733,0.002,1,2025-06-24
426,43,1705,Oxytetracycline,Tetracycline,441,5,4,0.1592,0.01,1,2025-11-04
427,32,1269,Gentamicin,Aminoglycoside,197,6,8,0.0266,0.01,1,2025-02-13
428,50,1996,Oxytetracycline,Tetracycline,134,4,6,0.031,0.01,1,2025-12-22
429,4,134,Penicillin,Beta-lactam,163,7,8,0.0113,0.005,1,2025-11-09
430,33,1283,Gentamicin,Aminoglycoside,167,1,1,0.1769,0.01,1,2025-05-31
431,44,1741,Gentamicin,Aminoglycoside,511,1,10,0.064,0.01,1,2025-04-30
432,45,1771,Sulfonamide,Sulfonamide,775,5,1,0.7389,0.1,1,2025-08-26
433,41,1629,Gentamicin,Aminoglycoside,735,5,2,0.3086,0.01,1,2025-12-12
434,41,1604,Oxytetracycline,Tetracycline,564,5,6,0.1023,0.01,1,2025-02-25
435,6,211,Oxytetracycline,Tetracycline,709,6,2,0.3874,0.01,1,2025-04-10
436,47,1853,Sulfonamide,Sulfonamide,229,6,9,0.0192,0.1,0,2025-08-04
437,25,986,Sulfonamide,Sulfonamide,555,2,4,0.0885,0.1,0,2025-01-23
438,4,124,Penicillin,Beta-lactam,419,5,7,0.0606,0.005,1,2025-11-30
439,39,1545,Enrofloxacin,Fluoroquinolone,418,5,9,0.0592,0.002,1,2025-03-17
440,25,962,Enrofloxacin,Fluoroquinolone,717,3,5,0.1246,0.002,1,2025-01-05
441,27,1061,Sulfonamide,Sulfonamide,773,6,3,0.1436,0.1,1,2025-09-17
442,42,1678,Sulfonamide,Sulfonamide,155,4,6,0.018,0.1,0,2025-04-13
443,33,1312,Penicillin,Beta-lactam,170,3,4,0.0496,0.005,1,2025-12-22
444,36,1417,Gentamicin,Aminoglycoside,714,6,6,0.1609,0.01,1,2025-10-17
445,50,1973,Enrofloxacin,Fluoroquinolone,730,3,7,0.0864,0.002,1,2025-02-23
446,24,931,Oxytetracycline,Tetracycline,607,2,1,0.6912,0.01,1,2025-12-21
447,12,472,Gentamicin,Aminoglycoside,738,2,4,0.1809,0.01,1,2025-06-19
448,42,1654,Gentamicin,Aminoglycoside,310,4,3,0.137,0.01,1,2025-01-04
449,19,744,Oxytetracycline,Tetracycline,175,3,1,0.1846,0.01,1,2025-03-14
450,15,596,Gentamicin,Aminoglycoside,299,6,10,0.0422,0.01,1,2025-07-04
451,3,90,Oxytetracycline,Tetracycline,303,2,5,0.0409,0.01,1,2025-05-15
452,37,1473,Penicillin,Beta-lactam,447,7,9,0.037,0.005,1,2025-04-11
453,2,45,Penicillin,Beta-lactam,368,1,1,0.49,0.005,1,2025-03-12
454,20,777,Oxytetracycline,Tetracycline,446,2,5,0.0853,0.01,1,2025-07-09
455,42,1658,Enrofloxacin,Fluoroquinolone,776,2,9,0.1274,0.002,1,2025-11-16
456,46,1806,Gentamicin,Aminoglycoside,166,1,3,0.0765,0.01,1,2025-03-08
457,41,1628,Penicillin,Beta-lactam,296,5,7,0.0505,0.005,1,2025-06-12
458,31,1228,Gentamicin,Aminoglycoside,751,2,1,0.9486,0.01,1,2025-10-28
459,10,388,Sulfonamide,Sulfonamide,401,7,3,0.1106,0.1,1,2025-01-28
460,33,1290,Enrofloxacin,Fluoroquinolone,229,7,9,0.0374,0.002,1,2025-09-08
461,11,429,Oxytetracycline,Tetracycline,581,7,10,0.0328,0.01,1,2025-09-18
462,20,795,Sulfonamide,Sulfonamide,483,4,9,0.0517,0.1,0,2025-06-14
463,37,1460,Enrofloxacin,Fluoroquinolone,638,6,8,0.0969,0.002,1,2025-09-11
464,25,971,Enrofloxacin,Fluoroquinolone,695,4,10,0.0799,0.002,1,2025-04-17
465,12,450,Penicillin,Beta-lactam,562,7,4,0.1259,0.005,1,2025-06-06
466,22,871,Gentamicin,Aminoglycoside,685,2,6,0.0861,0.01,1,2025-02-13
467,7,276,Oxytetracycline,Tetracycline,402,4,9,0.038,0.01,1,2025-10-26
468,3,85,Gentamicin,Aminoglycoside,624,5,6,0.0963,0.01,1,2025-08-28
469,23,886,Gentamicin,Aminoglycoside,476,7,8,0.0486,0.01,1,2025-07-15
470,2,51,Penicillin,Beta-lactam,552,2,5,0.1264,0.005,1,2025-07-03
471,47,1847,Oxytetracycline,Tetracycline,401,7,9,0.0451,0.01,1,2025-11-26
472,5,161,Enrofloxacin,Fluoroquinolone,333,1,2,0.0951,0.002,1,2025-01-20
473,28,1119,Penicillin,Beta-lactam,441,2,6,0.0551,0.005,1,2025-12-16
474,44,1732,Enrofloxacin,Fluoroquinolone,295,6,10,0.0442,0.002,1,2025-10-06
475,47,1869,Enrofloxacin,Fluoroquinolone,108,7,5,0.0169,0.002,1,2025-06-27
476,41,1604,Gentamicin,Aminoglycoside,515,7,10,0.0648,0.01,1,2025-01-07
477,25,967,Sulfonamide,Sulfonamide,252,7,7,0.0262,0.1,0,2025-04-18
478,25,972,Penicillin,Beta-lactam,628,5,9,0.0878,0.005,1,2025-08-25
479,18,698,Oxytetracycline,Tetracycline,420,7,4,0.0975,0.01,1,2025-12-24
480,22,856,Penicillin,Beta-lactam,549,4,9,0.0323,0.005,1,2025-03-13
481,30,1183,Penicillin,Beta-lactam,412,6,1,0.4119,0.005,1,2025-12-04
482,43,1709,Enrofloxacin,Fluoroquinolone,447,2,7,0.0591,0.002,1,2025-07-26
483,40,1563,Sulfonamide,Sulfonamide,406,3,10,0.0212,0.1,0,2025-01-17
484,48,1889,Penicillin,Beta-lactam,257,3,10,0.029,0.005,1,2025-11-05
485,47,1872,Sulfonamide,Sulfonamide,687,7,7,0.1453,0.1,1,2025-04-15
486,49,1943,Gentamicin,Aminoglycoside,165,5,7,0.0162,0.01,1,2025-02-25
487,17,674,Sulfonamide,Sulfonamide,562,6,5,0.0667,0.1,0,2025-02-23
488,35,1383,Sulfonamide,Sulfonamide,281,1,10,0.0278,0.1,0,2025-04-06
489,11,408,Oxytetracycline,Tetracycline,495,3,4,0.0907,0.01,1,2025-12-04
490,27,1074,Oxytetracycline,Tetracycline,565,1,6,0.0959,0.01,1,2025-03-29
491,17,670,Gentamicin,Aminoglycoside,500,2,2,0.1573,0.01,1,2025-08-03
492,25,980,Oxytetracycline,Tetracycline,498,7,4,0.0784,0.01,1,2025-04-16
493,16,635,Gentamicin,Aminoglycoside,780,4,3,0.287,0.01,1,2025-06-08
494,31,1204,Penicillin,Beta-lactam,614,6,8,0.0595,0.005,1,2025-01-04
495,8,293,Gentamicin,Aminoglycoside,165,7,7,0.026,0.01,1,2025-05-07
496,27,1077,Enrofloxacin,Fluoroquinolone,682,4,8,0.0821,0.002,1,2025-01-21
497,38,1510,Oxytetracycline,Tetracycline,394,6,8,0.0417,0.01,1,2025-12-31
498,41,1623,Enrofloxacin,Fluoroquinolone,500,5,3,0.1525,0.002,1,2025-04-02
499,47,1844,Sulfonamide,Sulfonamide,542,4,7,0.1092,0.1,1,2025-04-04
500,36,1431,Sulfonamide,Sulfonamide,197,4,1,0.1457,0.1,1,2025-03-22
501,15,561,Sulfonamide,Sulfonamide,398,6,2,0.2384,0.1,1,2025-04-22
502,47,1862,Gentamicin,Aminoglycoside,521,7,9,0.036,0.01,1,2025-07-08
503,4,157,Oxytetracycline,Tetracycline,616,7,6,0.0934,0.01,1,2025-03-26
504,13,518,Penicillin,Beta-lactam,618,1,8,0.0407,0.005,1,2025-11-24
505,36,1423,Gentamicin,Aminoglycoside,490,3,7,0.0949,0.01,1,2025-07-23
506,2,78,Oxytetracycline,Tetracycline,356,1,3,0.0982,0.01,1,2025-08-26
507,25,993,Gentamicin,Aminoglycoside,169,1,9,0.0217,0.01,1,2026-01-01
508,49,1946,Gentamicin,Aminoglycoside,243,4,5,0.0652,0.01,1,2025-03-29
509,43,1718,Oxytetracycline,Tetracycline,721,1,3,0.1909,0.01,1,2025-10-01
510,38,1519,Gentamicin,Aminoglycoside,272,1,1,0.3202,0.01,1,2025-03-20
511,23,903,Enrofloxacin,Fluoroquinolone,282,2,1,0.3927,0.002,1,2025-09-30
512,12,443,Gentamicin,Aminoglycoside,148,7,9,0.0188,0.01,1,2025-12-04
513,46,1838,Oxytetracycline,Tetracycline,499,6,5,0.0942,0.01,1,2025-11-03
514,1,10,Oxytetracycline,Tetracycline,486,7,4,0.1736,0.01,1,2025-07-11
515,47,1862,Penicillin,Beta-lactam,304,1,1,0.2802,0.005,1,2025-01-08
516,18,691,Penicillin,Beta-lactam,796,6,2,0.2868,0.005,1,2025-02-19
517,41,1633,Penicillin,Beta-lactam,271,1,7,0.0392,0.005,1,2025-06-17
518,17,661,Sulfonamide,Sulfonamide,741,2,10,0.0524,0.1,0,2025-10-05
519,21,810,Gentamicin,Aminoglycoside,223,2,4,0.0338,0.01,1,2025-06-15
520,9,356,Oxytetracycline,Tetracycline,511,6,6,0.0436,0.01,1,2025-04-19
521,24,940,Penicillin,Beta-lactam,167,6,5,0.0384,0.005,1,2025-07-08
522,3,90,Oxytetracycline,Tetracycline,323,4,5,0.0819,0.01,1,2025-09-13
523,6,209,Sulfonamide,Sulfonamide,682,2,5,0.199,0.1,1,2025-11-04
524,17,665,Gentamicin,Aminoglycoside,794,7,3,0.2202,0.01,1,2025-11-22
525,39,1560,Enrofloxacin,Fluoroquinolone,782,4,2,0.3265,0.002,1,2025-11-08
526,47,1868,Sulfonamide,Sulfonamide,559,4,9,0.0708,0.1,0,2025-04-30
527,26,1032,Sulfonamide,Sulfonamide,113,2,1,0.1261,0.1,1,2025-03-05
528,16,633,Penicillin,Beta-lactam,538,7,4,0.1506,0.005,1,2025-01-31
529,8,282,Enrofloxacin,Fluoroquinolone,610,3,4,0.0994,0.002,1,2025-04-15
530,33,1315,Oxytetracycline,Tetracycline,343,6,10,0.0511,0.01,1,2025-08-16
531,38,1514,Enrofloxacin,Fluoroquinolone,237,3,6,0.0452,0.002,1,2025-01-21
532,27,1067,Gentamicin,Aminoglycoside,763,7,5,0.1908,0.01,1,2025-04-28
533,44,1735,Enrofloxacin,Fluoroquinolone,450,2,4,0.1169,0.002,1,2025-12-07
534,13,509,Penicillin,Beta-lactam,722,7,7,0.1054,0.005,1,2025-04-04
535,23,906,Oxytetracycline,Tetracycline,166,7,8,0.0118,0.01,1,2025-04-09
536,3,107,Penicillin,Beta-lactam,309,2,2,0.1041,0.005,1,2025-10-09
537,43,1703,Penicillin,Beta-lactam,341,5,2,0.1579,0.005,1,2025-08-28
538,16,638,Penicillin,Beta-lactam,302,2,7,0.0292,0.005,1,2025-05-08
539,16,621,Enrofloxacin,Fluoroquinolone,690,4,4,0.1331,0.002,1,2025-09-04
540,5,164,Enrofloxacin,Fluoroquinolone,507,4,3,0.1641,0.002,1,2025-08-05
541,26,1035,Sulfonamide,Sulfonamide,543,7,3,0.2388,0.1,1,2025-09-04
542,2,41,Gentamicin,Aminoglycoside,537,7,2,0.338,0.01,1,2025-06-03
543,31,1219,Sulfonamide,Sulfonamide,256,5,3,0.0646,0.1,0,2025-08-26
544,16,627,Gentamicin,Aminoglycoside,390,4,9,0.0479,0.01,1,2025-02-06
545,18,683,Penicillin,Beta-lactam,580,2,3,0.2738,0.005,1,2025-01-03
546,1,27,Sulfonamide,Sulfonamide,483,4,7,0.0984,0.1,0,2025-07-22
547,50,1988,Enrofloxacin,Fluoroquinolone,493,4,5,0.1125,0.002,1,2025-10-29
548,4,146,Gentamicin,Aminoglycoside,139,1,7,0.0284,0.01,1,2025-03-25
549,10,398,Gentamicin,Aminoglycoside,361,7,6,0.0607,0.01,1,2025-09-08
550,33,1301,Enrofloxacin,Fluoroquinolone,159,6,7,0.0324,0.002,1,2025-05-07
551,13,497,Gentamicin,Aminoglycoside,135,7,6,0.0254,0.01,1,2025-12-13
552,2,58,Penicillin,Beta-lactam,367,5,8,0.0663,0.005,1,2025-03-17
553,14,521,Penicillin,Beta-lactam,716,5,3,0.1223,0.005,1,2025-02-17
554,33,1320,Gentamicin,Aminoglycoside,507,6,10,0.0747,0.01,1,2025-02-11
555,27,1062,Penicillin,Beta-lactam,533,2,7,0.0573,0.005,1,2025-06-04
556,26,1026,Sulfonamide,Sulfonamide,774,4,10,0.0625,0.1,0,2025-07-30
557,39,1542,Oxytetracycline,Tetracycline,211,6,10,0.0269,0.01,1,2025-06-26
558,42,1668,Penicillin,Beta-lactam,375,6,4,0.1341,0.005,1,2025-07-23
559,36,1432,Enrofloxacin,Fluoroquinolone,106,2,8,0.0066,0.002,1,2025-02-05
560,40,1585,Gentamicin,Aminoglycoside,637,4,5,0.1571,0.01,1,2025-03-29
561,10,362,Enrofloxacin,Fluoroquinolone,290,6,3,0.0675,0.002,1,2025-04-04
562,26,1030,Oxytetracycline,Tetracycline,561,5,4,0.0962,0.01,1,2025-01-31
563,39,1536,Penicillin,Beta-lactam,296,3,7,0.0398,0.005,1,2025-11-16
564,6,224,Penicillin,Beta-lactam,181,3,2,0.0794,0.005,1,2025-05-22
565,4,132,Enrofloxacin,Fluoroquinolone,130,5,4,0.0318,0.002,1,2025-12-11
566,39,1558,Oxytetracycline,Tetracycline,109,1,5,0.0273,0.01,1,2025-01-04
567,35,1363,Sulfonamide,Sulfonamide,142,1,4,0.0363,0.1,0,2025-01-04
568,20,770,Sulfonamide,Sulfonamide,632,7,5,0.181,0.1,1,2025-08-31
569,39,1551,Enrofloxacin,Fluoroquinolone,718,4,6,0.1042,0.002,1,2025-06-25
570,17,646,Penicillin,Beta-lactam,469,6,7,0.0589,0.005,1,2025-01-30
571,50,1998,Enrofloxacin,Fluoroquinolone,438,7,2,0.1102,0.002,1,2025-12-24
572,21,823,Penicillin,Beta-lactam,126,5,2,0.0862,0.005,1,2025-05-24
573,49,1948,Penicillin,Beta-lactam,477,4,10,0.0566,0.005,1,2025-09-01
574,27,1055,Gentamicin,Aminoglycoside,776,2,1,1.1533,0.01,1,2025-06-14
575,1,35,Enrofloxacin,Fluoroquinolone,146,7,6,0.0287,0.002,1,2025-04-30
576,32,1243,Gentamicin,Aminoglycoside,509,6,10,0.0659,0.01,1,2025-06-28
577,22,877,Gentamicin,Aminoglycoside,774,7,2,0.4777,0.01,1,2025-05-31
578,32,1244,Penicillin,Beta-lactam,246,7,9,0.0376,0.005,1,2025-09-16
579,2,66,Penicillin,Beta-lactam,609,7,2,0.244,0.005,1,2025-12-11
580,29,1124,Gentamicin,Aminoglycoside,272,4,2,0.1336,0.01,1,2025-10-04
581,13,494,Penicillin,Beta-lactam,316,2,2,0.0957,0.005,1,2025-01-15
582,9,329,Enrofloxacin,Fluoroquinolone,492,7,5,0.0709,0.002,1,2025-05-12
583,35,1364,Gentamicin,Aminoglycoside,786,1,3,0.3728,0.01,1,2025-11-21
584,38,1486,Gentamicin,Aminoglycoside,192,7,6,0.0439,0.01,1,2025-10-22
585,40,1570,Sulfonamide,Sulfonamide,166,6,6,0.0243,0.1,0,2025-07-15
586,34,1340,Sulfonamide,Sulfonamide,547,7,4,0.0989,0.1,0,2025-03-01
587,15,596,Oxytetracycline,Tetracycline,214,1,6,0.0442,0.01,1,2025-04-07
588,39,1525,Oxytetracycline,Tetracycline,686,3,3,0.3095,0.01,1,2025-07-14
589,30,1182,Oxytetracycline,Tetracycline,418,1,10,0.0433,0.01,1,2025-07-18
590,22,868,Enrofloxacin,Fluoroquinolone,473,7,3,0.1608,0.002,1,2025-11-05
591,31,1210,Penicillin,Beta-lactam,209,4,1,0.217,0.005,1,2025-08-24
592,17,648,Penicillin,Beta-lactam,403,7,4,0.1007,0.005,1,2025-08-22
593,8,302,Sulfonamide,Sulfonamide,390,2,1,0.4286,0.1,1,2025-06-08
594,26,1029,Oxytetracycline,Tetracycline,380,7,10,0.0372,0.01,1,2025-04-21
595,26,1014,Enrofloxacin,Fluoroquinolone,485,1,6,0.0528,0.002,1,2025-04-18
